ev_id;ntsb_no;ev_type;ev_date;ev_dow;ev_time;ev_tmzn;ev_city;ev_state;ev_country;ev_site_zipcode;ev_year;ev_month;mid_air;on_ground_collision;latitude;longitude;latlong_acq;apt_name;ev_nr_apt_id;ev_nr_apt_loc;apt_dist;apt_dir;apt_elev;wx_brief_comp;wx_src_iic;wx_obs_time;wx_obs_dir;wx_obs_fac_id;wx_obs_elev;wx_obs_dist;wx_obs_tmzn;light_cond;sky_cond_nonceil;sky_nonceil_ht;sky_ceil_ht;sky_cond_ceil;vis_rvr;vis_rvv;vis_sm;wx_temp;wx_dew_pt;wind_dir_deg;wind_dir_ind;wind_vel_kts;wind_vel_ind;gust_ind;gust_kts;altimeter;wx_dens_alt;wx_int_precip;metar;ev_highest_injury;inj_f_grnd;inj_m_grnd;inj_s_grnd;inj_tot_f;inj_tot_m;inj_tot_n;inj_tot_s;inj_tot_t;invest_agy;ntsb_docket;ntsb_notf_from;ntsb_notf_date;ntsb_notf_tm;fiche_number;lchg_date;lchg_userid;wx_cond_basic;faa_dist_office;dec_latitude;dec_longitude
20140420X45929;CEN14CA203;ACC;2014/4/19 00:00:00;Sa;1636;UTC;Kalamazoo;MI;USA;49009;2014;4;;;421720N;0085450W;MEAS;Newman's Airport;4N0;ONAP;0,00;;840;;WFAC;1653;110;KAZO;874;9;UTC;DAYL;CLER;0;0;NONE;;;10,00;61;28;130;U;6;F;F;0;30,36;;;;MINR;;;;0;2;0;0;2;N;;;;;;2020/9/25 15:10:17;;VMC;;42,28;-85,75
20140420X63845;ERA14CA203;ACC;2014/4/20 00:00:00;Su;1500;UTC;Concord;NH;USA;3801;2014;4;;;043125N;0071305W;EST;CONCORD MUNI;CON;ONAP;0,00;;342;;WFAC;1451;0;CON;342;0;UTC;DAYL;CLER;0;0;NONE;;;10,00;50;12;0;Y;3;T;T;0;30,50;;;;MINR;;;;0;1;0;0;1;N;;;;;;2022/3/15 12:25:22;broda;VMC;;43,20;-71,50
20140421X01513;CEN14LA205;ACC;2014/4/18 00:00:00;Fr;1845;UTC;Hillsboro;KS;USA;67063;2014;4;;;381857N;0097133W;MEAS;;;OFAP;0,00;270;1394;;WFAC;1855;190;KEWK;1532;15;UTC;DAYL;CLER;0;0;NONE;;;10,00;66;43;170;U;11;F;F;18;30,23;;;;FATL;0;0;0;1;0;0;0;1;N;;;;;;2020/9/25 15:08:34;;VMC;;38,31;-97,21
20140421X04206;ERA14CA204;ACC;2014/4/19 00:00:00;Sa;1530;UTC;Somerville;NJ;USA;7921;2014;4;;;403734N;0744013W;MEAS;Somerset Airport;SMQ;ONAP;0,00;;105;;WFAC;1553;0;SMQ;105;0;UTC;DAYL;CLER;0;0;NONE;;;10,00;63;19;0;Y;11;T;F;17;30,26;;;;NONE;;;;0;0;2;0;2;N;;;;;;2020/9/25 15:11:55;;VMC;;40,62;-74,67
20140421X23520;CEN14WA206;ACC;2014/4/20 00:00:00;Su;1240;UTC;Jamijarvi;;FI;;2014;4;;;006160N;0023120E;MEAS;;;;0,00;;;;;;0;;;0;;;;0;0;;;;;0;0;0;U;;F;F;0;0,00;;;;FATL;;;;7;4;0;0;11;O;;;;;;2020/11/3 20:35:06;;;;61,09;23,20
20140421X32954;WPR14LA169;ACC;2014/4/21 00:00:00;Mo;2100;UTC;Bullhead City;AZ;USA;86426;2014;4;;;003503N;1143337W;MEAS;Sun Valley;A20;OFAP;0,00;355;725;;WFAC;2035;360;IFP;701;10;UTC;DAYL;CLER;0;0;NONE;;;10,00;93;37;210;U;8;F;F;19;29,90;;;;MINR;;;;0;1;0;0;1;N;;;;;;2020/9/25 15:10:17;;VMC;;35,00;-114,56
20140421X35349;ERA14CA205;ACC;2014/4/21 00:00:00;Mo;1515;UTC;Sanford;FL;USA;32773;2014;4;;;284637N;0081146W;MEAS;ORLANDO SANFORD INTL;SFB;;0,00;256;55;;WFAC;1509;0;SFB;55;0;UTC;DAYL;SCAT;1400;3100;OVC;;;10,00;66;59;340;U;10;F;F;14;30,09;;;;MINR;;;;0;1;0;0;1;N;;;;;;2020/9/25 15:10:17;;VMC;;28,77;-81,23
20140421X51905;CEN14CA207;ACC;2014/4/19 00:00:00;Sa;1730;UTC;Bloomington;IN;USA;47403;2014;4;;;039845N;0086370W;MEAS;Monroe County Airport;KBMG;ONAP;0,00;;846;;WFAC;1653;0;KBMG;846;5;UTC;DAYL;CLER;0;0;NONE;;;10,00;64;36;90;U;9;F;F;14;30,30;;;;NONE;;;;0;0;1;0;1;N;;;;;;2020/9/25 15:11:55;;VMC;;39,14;-86,61
20140421X62947;CEN14WA208;ACC;2013/12/31 00:00:00;Tu;1101;UTC;Honiley;;UK;;2013;12;;;522120N;0001391W;;;;;0,00;;;;;;0;;;0;;;;0;0;;;;;0;0;0;U;;F;F;0;0,00;;;;NONE;;;;0;0;1;0;1;O;;;;;;2023/8/4 14:34:55;gibs-i;;;52,35;-1,65
20140421X85922;CEN14LA204;ACC;2014/4/18 00:00:00;Fr;1945;UTC;Searcy;AR;USA;72143;2014;4;;;351042N;0914447W;MEAS;;;OFAP;0,00;;;;WFAC;1956;13;KSRC;264;2;UTC;DAYL;CLER;0;0;NONE;;;10,00;73;46;80;U;10;F;T;0;30,20;;;;MINR;;;;0;2;0;0;2;N;;;;;;2020/9/25 15:11:05;;VMC;;35,17;-91,74
20140422X35013;ERA14CA206;ACC;2014/4/22 00:00:00;Tu;120;UTC;Huntsville;AL;USA;35824;2014;4;;;343824N;0864648W;;Huntsville International;HSV;ONAP;0,00;353;629;;PILO;;0;HSV;629;0;;NITE;FEW;9000;0;NONE;;;10,00;70;52;200;U;3;F;T;0;29,95;;;;NONE;;;;0;0;2;0;2;N;;;;;;2020/9/25 15:10:17;;VMC;;34,63;-86,77
20140422X54949;CEN14LA211;ACC;2014/4/22 00:00:00;Tu;1810;UTC;Garfield;KS;USA;67529;2014;4;;;038435N;0991442W;MEAS;;;OFAP;0,00;;;;WIT;;0;;;0;;DAYL;;0;0;;;;10,00;72;0;180;U;18;F;F;25;30,06;;;;FATL;;;;1;0;0;0;1;N;;;;;;2020/9/25 15:11:05;;VMC;;38,07;-99,24
20140422X61449;CEN14RA212;ACC;2014/4/20 00:00:00;Su;45;UTC;Saltillo;;MX;;2014;4;;;253341N;1005539W;MEAS;;;;0,00;;;;;;0;;;0;;;;0;0;;;;;0;0;0;U;;F;F;0;0,00;;;;FATL;;;;8;0;0;0;8;O;;;;;;2020/11/3 20:35:06;;;;25,56;-100,92
20140422X91651;CEN14CA209;ACC;2014/4/21 00:00:00;Mo;1130;UTC;Put in Bay;OH;USA;43456;2014;4;;;413754N;0082507W;;;;OFAP;1,00;210;600;;WFAC;1133;180;KPCW;;7;UTC;DAYL;CLER;0;0;NONE;;;10,00;50;45;210;U;4;F;T;0;30,03;;;;NONE;;;;0;0;4;0;4;N;;;;;;2020/9/25 15:10:17;;VMC;;41,63;-82,83
20140422X93723;CEN14LA210;ACC;2014/4/19 00:00:00;Sa;1900;UTC;Sturgis;MI;USA;49091;2014;4;;;414848N;0852620W;MEAS;Kirsch Municipal Airport;IRS;ONAP;0,00;0;924;;WFAC;1855;0;IRS;924;0;UTC;DAYL;CLER;0;0;NONE;;;10,00;59;32;100;U;6;F;F;9;30,35;;;;NONE;;;;0;0;2;0;2;N;;;;;;2020/9/25 15:09:31;;VMC;;41,81;-85,43
20140423X14414;CEN14LA213;ACC;2014/4/22 00:00:00;Tu;1555;UTC;Morton;TX;USA;79346;2014;4;;;334345N;0102442W;MEAS;Cochran County Airport;F85;ONAP;0,00;;3746;;WFAC;1555;320;MNST;3754;1;UTC;DAYL;CLER;0;0;NONE;;;10,00;68;48;162;U;10;F;F;16;30,20;;;;SERS;;;;0;0;0;1;1;N;;;;;;2020/9/25 15:09:31;;VMC;;33,72;-102,73
20140424X02718;CEN14WA214;ACC;2014/4/23 00:00:00;We;1900;UTC;Gracias;;HO;;2014;4;;;;;;;;;0,00;;;;;;0;;;0;;;;0;0;;;;;0;0;0;U;;F;F;0;0,00;;;;FATL;;;;4;0;0;0;4;O;;;;;;2020/11/3 20:35:07;;;;;
20140424X12242;WPR14CA170;ACC;2014/4/13 00:00:00;Su;1700;UTC;Browning;MT;USA;59417;2014;4;;;048364N;0113655W;MEAS;STARR-BROWNING AIRSTRIP;8S0;ONAP;0,00;9;4657;;PILO;;0;;;0;;DAYL;CLER;0;0;NONE;;;10,00;0;0;45;U;5;F;T;0;0,00;;;;NONE;;;;0;0;2;0;2;N;;;;;;2020/9/25 15:08:34;;VMC;;48,60;-113,11
20140424X51802;CEN14CA215;ACC;2014/4/19 00:00:00;Sa;1415;UTC;Security;CO;USA;80911;2014;4;;;038454N;1044241W;EST;;;OFAP;0,00;;;;WFAC;1454;360;COS;6187;1;UTC;DAYL;SCAT;7000;8500;BKN;;;10,00;59;28;40;U;15;F;F;0;30,04;;;;SERS;;;;0;0;1;1;2;N;;;;;;2020/9/25 15:11:05;;VMC;;38,75;-104,71
20140424X53704;CEN14WA216;ACC;2014/1/12 00:00:00;Su;1200;UTC;Trier-Föhren Airport;;GE;0;2014;1;;;;;;Trier Fohren;;OFAP;2,00;;;;;;0;;;0;;;;0;0;;;;;0;0;0;U;;F;F;0;0,00;;;;FATL;;;;4;0;0;0;4;O;;;;;;2020/9/25 15:12:30;;;;;
20140425X33628;ANC14CA023;ACC;2014/4/22 00:00:00;Tu;305;UTC;Kenai;AK;USA;99611;2014;4;;;060934N;0152425W;MEAS;;;OFAP;0,00;;;;WFAC;53;59;PAEN;92;50;UTC;DAYL;CLER;0;0;NONE;;;10,00;55;28;350;U;8;F;T;0;29,93;;;;NONE;;;;0;0;2;0;2;N;;;;;;2020/9/25 15:09:31;;VMC;;60,15;-152,70
20140425X84104;OPS14IA005;INC;2014/4/24 00:00:00;Th;1903;UTC;Newark;NJ;USA;7114;2014;4;;;040425N;0074933W;MEAS;NEWARK LIBERTY INTL;EWR;;1,00;39;18;;WFAC;1851;202;KEWR;30;1;UTC;DAYL;FEW;250;0;NONE;;;10,00;63;12;320;U;24;F;T;0;29,87;;;;;;;;0;0;0;0;;N;;;;;;2020/9/25 15:08:34;;VMC;;40,70;-74,15
20140426X23435;WPR14FA172;ACC;2014/4/26 00:00:00;Sa;1715;UTC;Young;AZ;USA;85554;2014;4;;;335544N;1103950W;EST;;;OFAP;0,00;;;;WFAC;1735;300;KPAN;5157;36;UTC;DAYL;FEW;1100;1900;BKN;;;8,00;41;39;240;U;13;F;F;25;29,72;;;;FATL;;;;1;0;0;0;1;N;;;;;;2020/9/25 15:11:55;;Unk;;33,92;-110,66
20140427X21627;WPR14FA174;ACC;2014/4/27 00:00:00;Su;2306;UTC;Richmond;CA;USA;94803;2014;4;Y;N;037593N;1222451W;MEAS;Eagles Nest;CA20;OFAP;0,00;0;220;;WFAC;2253;0;KOAK;;0;UTC;DAYL;FEW;1700;11000;BKN;;;10,00;63;46;260;U;15;F;T;0;30,09;;;;FATL;;;;1;0;2;0;3;N;;;;;;2020/9/25 15:11:55;;VMC;;37,98;-122,41
20140427X71558;WPR14LA173;ACC;2014/4/27 00:00:00;Su;1951;UTC;Adelanto;CA;USA;92301;2014;4;;;345254N;1172612W;MEAS;Adelanto;52CL;;0,00;;3075;;PILO;1955;0;KVCV;;0;UTC;DAYL;SCAT;0;0;NONE;;;10,00;64;28;280;U;12;F;F;17;29,97;;;;SERS;;;;0;2;0;1;3;N;;;;;;2020/9/25 15:10:17;;VMC;;34,88;-117,43
20140427X94527;ERA14WA207;ACC;2014/4/6 00:00:00;Su;1130;UTC;Aripuanã;;BR;;2014;4;;;010022S;0593440W;EST;;;OFAP;0,00;;;;;;0;;;0;;;;0;0;;;;;0;0;0;U;;F;F;0;0,00;;;;FATL;;;;4;0;0;0;4;O;;;;;;2020/11/3 20:35:07;;;;-10,00;-59,57
20140428X04005;CEN14LA218;ACC;2014/4/27 00:00:00;Su;1825;UTC;Wann;OK;USA;74083;2014;4;;;365628N;0954510W;EST;;;OFAP;0,00;;;;WFAC;1853;220;KBVO;717;15;UTC;DAYL;CLER;0;0;NONE;;;10,00;79;59;170;U;13;F;F;26;29,36;;;;SERS;;;;0;0;0;3;3;N;;;;;;2020/9/25 15:08:34;;VMC;;36,94;-95,75
20140428X04747;CEN14FA219;ACC;2014/4/27 00:00:00;Su;1953;UTC;Sweetwater;TX;USA;79556;2014;4;;;032291N;1002643W;MEAS;;;OFAP;2,00;48;2379;;WFAC;2035;239;KSWW;2380;1;UTC;DAYL;SCAT;2800;3500;BKN;;;7,00;81;16;230;U;26;F;F;41;29,57;;;;FATL;;;;1;1;0;0;2;N;;;;;;2020/9/25 15:09:31;;VMC;;32,48;-100,44
20140428X10808;CEN14FA224;ACC;2014/4/28 00:00:00;Mo;216;UTC;Highmore;SD;USA;57345;2014;4;;;044229N;0992747W;MEAS;;;OFAP;0,00;;;;WFAC;224;270;KPIR;1744;35;UTC;NDRK;;1000;1600;OVC;;;10,00;43;41;10;U;19;F;T;0;29,37;;;;FATL;;;;4;0;0;0;4;N;;;;;;2020/9/25 15:11:05;;IMC;;44,36;-99,46
20140428X24336;CEN14LA220;ACC;2014/4/25 00:00:00;Fr;2325;UTC;Spring;TX;USA;77379;2014;4;;;030348N;0953311W;;DAVID WAYNE HOOKS MEMORIAL;DWH;ONAP;0,00;351;152;;WFAC;2253;360;KDWH;152;0;UTC;DAYL;FEW;6500;0;NONE;;;10,00;84;61;120;U;5;F;T;0;29,88;;;;NONE;;;;0;0;4;0;4;N;;;;;;2020/9/25 15:09:31;;VMC;;30,06;-95,55
20140428X54704;CEN14LA221;ACC;2014/4/21 00:00:00;Mo;2022;UTC;Peyton;CO;USA;80831;2014;4;;;039148N;1042848W;MEAS;MEADOW LAKE;FLY;ONAP;5877,00;338;6874;;WFAC;2009;0;FLY;6874;0;UTC;DAYL;CLER;0;0;NONE;;;10,00;61;27;140;U;9;F;F;15;30,30;;;;NONE;;;;0;0;1;0;1;N;;;;;;2020/9/25 15:08:34;;VMC;;39,02;-104,47
20140428X55049;CEN14LA222;ACC;2014/4/25 00:00:00;Fr;1930;UTC;Cleburne;TX;USA;76031;2014;4;;;322113N;0097262W;MEAS;CLEBURNE RGNL;CPT;;0,00;220;854;;WFAC;635;346;KCPT;854;0;UTC;DAYL;CLER;0;0;NONE;;;10,00;82;43;120;U;11;F;T;0;30,00;;;;MINR;;;;0;2;0;0;2;N;;;;;;2020/9/25 15:09:31;;VMC;;32,35;-97,43
20140428X65725;CEN14CA223;ACC;2014/4/25 00:00:00;Fr;1815;UTC;Liberty;MO;USA;64157;2014;4;;;391734N;0942632W;MEAS;ROOSTERVILLE;0N0;ONAP;0,00;266;1004;;WFAC;1753;272;KMCI;1025;13;UTC;DAYL;FEW;25000;0;;;;10,00;72;45;230;U;12;F;T;0;29,92;;;;NONE;0;0;0;0;0;2;0;2;N;;;;;;2020/9/25 15:11:05;;VMC;;39,29;-94,44
20140428X84004;ERA14LA208;ACC;2014/4/27 00:00:00;Su;2100;UTC;Apex;NC;USA;27523;2014;4;;;354410N;0785522W;MEAS;DECK AIRPARK;NC11;ONAP;0,00;164;338;;WFAC;2051;37;KRDU;437;11;UTC;DAYL;SCAT;25000;0;NONE;;;10,00;82;48;210;U;6;F;T;0;29,92;;;;MINR;;;;0;2;0;0;2;N;;;;;;2020/9/25 15:08:34;;VMC;;35,73;-78,92
20140428X84638;ERA14CA209;ACC;2014/4/22 00:00:00;Tu;1630;UTC;Gilford;NH;USA;3247;2014;4;;;433146N;0712247W;MEAS;;;OFAP;0,00;;;;WFAC;1635;45;LCI;545;1;UTC;DAYL;CLER;0;0;NONE;;;10,00;66;30;200;U;7;F;T;0;29,55;;;;NONE;;;;0;0;1;0;1;N;;;;;;2020/9/25 15:10:17;;VMC;;43,52;-71,37
20140428X85714;CEN14LA217;ACC;2014/4/25 00:00:00;Fr;1830;UTC;Llano;TX;USA;78643;2014;4;;;304637N;0983943W;MEAS;LLANO MUNI;AQO;;0,00;194;1101;;WFAC;1835;360;KAQO;1102;0;UTC;DAYL;FEW;11000;0;NONE;;;9,00;86;50;160;U;8;F;T;0;30,02;;;;NONE;;;;0;0;3;0;3;N;;;;;;2020/9/25 15:09:31;;VMC;;30,77;-98,66
20140428X95502;ERA14CA210;ACC;2014/4/27 00:00:00;Su;1530;UTC;Sumter;SC;USA;29153;2014;4;;;335913N;0802216W;MEAS;Sumter Airport;SMS;OFAP;1,00;227;182;;WFAC;1535;47;SMS;182;1;UTC;DAYL;CLER;0;0;NONE;;;10,00;81;59;0;U;;F;F;0;30,03;;;;MINR;;;;0;1;0;0;1;N;;;;;;2020/9/25 15:11:05;;VMC;;33,98;-80,37
20140429X10034;ERA14CA211;ACC;2014/4/27 00:00:00;Su;1900;UTC;Woodbine;NJ;USA;8270;2014;4;;;391314N;0744758W;MEAS;Woodbine;OBI;ONAP;0,00;0;40;;PILO;1430;0;OBI;40;0;;DAYL;FEW;10000;0;NONE;;;6,00;70;41;340;U;6;F;F;10;29,90;;;;NONE;;;;0;0;2;0;2;N;;;;;;2020/9/25 15:10:17;;VMC;;39,22;-74,79
20140429X12219;WPR14CA175;ACC;2014/4/28 00:00:00;Mo;1740;UTC;Monterey;CA;USA;93940;2014;4;;;036359N;1215042W;MEAS;MONTEREY PENINSULA;MRY;ONAP;0,00;281;257;;WFAC;1654;310;KMRY;164;1;UTC;DAYL;CLER;0;0;NONE;;;7,00;59;41;300;U;5;F;T;0;30,21;;;;NONE;;;;0;0;2;0;2;N;;;;;;2020/9/25 15:08:34;;VMC;;36,58;-121,84
20140429X20908;ERA14LA212;ACC;2014/4/26 00:00:00;Sa;1639;UTC;Taylorsville;NC;USA;28681;2014;4;;;355551N;0811148W;MEAS;Taylorsville Airport;NC2;ONAP;0,00;;1090;;WFAC;1653;225;HKY;1190;14;UTC;DAYL;CLER;0;0;NONE;;;10,00;73;43;0;U;0;F;T;0;30,01;;;;FATL;1;;;0;1;0;0;2;N;;;;;;2020/9/25 15:08:34;;VMC;;35,93;-81,19
20140429X30350;ANC14CA024;ACC;2014/4/28 00:00:00;Mo;2140;UTC;Fairbanks;AK;USA;99701;2014;4;;;644829N;1475145W;MEAS;FAIRBANKS INTL;FAI;ONAP;0,00;200;439;;WFAC;2153;235;PAFA;454;0;UTC;DAYL;FEW;7000;0;NONE;;;10,00;55;27;0;Y;5;T;T;0;29,72;;;;NONE;;;;0;0;1;0;1;N;;;;;;2020/9/25 15:11:05;;VMC;;64,80;-147,86
20140429X35951;WPR14GA176;ACC;2014/4/29 00:00:00;Tu;1628;UTC;Bullfrog;UT;USA;84716;2014;4;;;373358N;0110570W;MEAS;Bullfrog Basin Airport;KU07;OFAP;14,00;90;4167;;WFAC;1653;230;KPGA;4316;67;UTC;DAYL;CLER;0;0;NONE;;;10,00;55;7;60;U;14;F;T;0;30,32;;;;SERS;;;;0;0;0;2;2;N;;;;;;2020/9/25 15:11:05;broda;VMC;;37,56;-110,94
20140430X25934;ANC14CA025;ACC;2014/4/30 00:00:00;We;50;UTC;Cooper Landing;AK;USA;99572;2014;4;;;602242N;0150447W;MEAS;;;OFAP;0,00;;;;WFAC;556;282;PASX;113;29;UTC;DAYL;CLER;0;0;NONE;;;10,00;48;30;250;U;5;F;T;0;30,23;;;;NONE;;;;0;0;4;0;4;N;;;;;;2020/9/25 15:09:31;;VMC;;60,37;-150,07
20140430X30514;WPR14LA177;ACC;2014/4/30 00:00:00;We;655;UTC;Daggett;CA;USA;92327;2014;4;;;344743N;1165314W;EST;Barstow-Daggett;KDAG;OFAP;17,00;220;1930;;WFAC;2350;20;KDAG;1930;17;;NDRK;CLER;0;0;NONE;;;10,00;61;12;260;U;3;F;F;0;30,14;;;;SERS;;;;0;1;0;1;2;N;;;;;;2020/9/25 15:11:55;;VMC;;34,79;-116,88
20140430X30923;CEN14WA225;ACC;2013/8/23 00:00:00;Fr;1717;UTC;Shetland Islands;;UK;;2013;8;;;;;;;;;0,00;;;;;;0;;;0;;;;0;0;;;;;0;0;0;U;;F;F;0;0,00;;;;FATL;;;;4;0;0;4;8;O;;;;;;2020/11/3 20:35:08;;;;;
20140430X31304;ERA14CA214;ACC;2014/4/28 00:00:00;Mo;130;UTC;Hazlehurst;GA;USA;31539;2014;4;;;315135N;0823524W;MEAS;HAZLEHURST;AZE;;6900,00;14;255;;WFAC;115;0;AZE;255;0;UTC;NDRK;CLER;0;0;NONE;;;10,00;68;64;0;U;;F;F;0;29,95;;;;NONE;;;;0;0;3;0;3;N;;;;;;2020/9/25 15:11:05;;VMC;;31,85;-82,58
20140430X55302;ERA14CA215;ACC;2014/4/27 00:00:00;Su;1840;UTC;Benton;TN;USA;37307;2014;4;;;351321N;0084354W;MEAS;Chilhowee Gliderport;92A;ONAP;0,00;;770;;WFAC;1853;249;KCHA;688;32;UTC;DAYL;SCAT;5000;25000;BKN;;;10,00;84;55;170;U;10;F;T;0;29,90;;;;SERS;;;;0;0;0;1;1;N;;;;;;2020/9/25 15:11:05;;VMC;;35,22;-84,58
20140430X80931;ERA14CA213;ACC;2014/4/29 00:00:00;Tu;1742;UTC;Fort Pierce;FL;USA;34946;2014;4;;;272951N;0802222W;MEAS;St Lucie County International;FPR;ONAP;1,00;;23;;WFAC;1753;0;FPR;23;0;UTC;DAYL;CLER;0;0;NONE;;;10,00;88;72;120;U;22;F;F;30;29,95;;;;NONE;;;;0;0;2;0;2;N;;;;;;2020/9/25 15:11:05;;VMC;;27,49;-80,37
20140430X90625;WPR14CA178;ACC;2014/4/29 00:00:00;Tu;1800;UTC;Rexburg;ID;USA;83440;2014;4;;;043502N;1114818W;MEAS;Rexburg-Madison;KRXE;ONAP;0,00;;4862;;WFAC;1753;0;KRXE;4862;0;UTC;DAYL;;0;4700;BKN;;;9,00;39;19;0;Y;5;T;T;0;30,07;;;;MINR;;;;0;2;0;0;2;N;;;;;;2020/9/25 15:09:31;;VMC;;43,83;-111,80
20140501X11854;CEN14LA226;ACC;2014/4/25 00:00:00;Fr;2242;UTC;Greenville;TX;USA;75402;2014;4;;;003344N;0096355W;MEAS;Majors Airport;GVT;OFAP;3,00;360;535;;WFAC;2235;360;GVT;535;3;UTC;DAYL;CLER;0;0;NONE;;;10,00;79;34;170;U;6;F;T;0;29,93;;;;MINR;;;;0;2;0;0;2;N;;;;;;2020/9/25 15:08:34;;VMC;;33,06;-96,06
20140501X55649;ERA14CA216;ACC;2014/5/1 00:00:00;Th;1511;UTC;Lumberton;NJ;USA;8055;2014;5;;;395620N;0745027W;MEAS;SOUTH JERSEY RGNL;VAY;ONAP;0,00;137;52;;WFAC;1454;0;VAY;53;0;UTC;DAYL;;0;9000;OVC;;;10,00;66;57;0;Y;4;T;T;0;29,81;;;;NONE;;;;0;0;2;0;2;N;;;;;;2020/9/25 15:11:05;;VMC;;39,93;-74,84
20140502X65937;WPR14LA179;ACC;2014/4/30 00:00:00;We;1755;UTC;Bremerton;WA;USA;98367;2014;4;;;472942N;1224629W;MEAS;Bremerton;PWT;ONAP;0,00;;444;;WFAC;1755;0;PWT;;0;UTC;DAYL;CLER;0;0;NONE;;;10,00;70;43;30;U;8;F;F;0;30,37;;;;NONE;;;;0;0;1;0;1;N;;;;;;2020/9/25 15:11:55;;VMC;;47,49;-122,77
20140502X90759;ERA14CA217;ACC;2014/5/1 00:00:00;Th;2310;UTC;Frederick;MD;USA;21701;2014;5;;;039253N;0772228W;MEAS;FREDERICK MUNI;FDK;ONAP;0,00;243;306;;WFAC;2245;0;FDK;306;0;UTC;DAYL;SCAT;6000;9000;BKN;;;10,00;72;52;310;U;9;F;T;0;29,75;;;;MINR;;;;0;2;0;0;2;N;;;;;;2020/9/25 15:10:17;;VMC;;39,41;-77,37
20140503X02721;ERA14LA218;ACC;2014/5/2 00:00:00;Fr;1740;UTC;Middlesboro;KY;USA;40965;2014;5;;;363625N;0834420W;MEAS;MIDDLESBORO-BELL COUNTY;1A6;;5104,00;94;1154;;WFAC;1735;10;K1A6;1154;0;UTC;DAYL;;5500;5500;BKN;;;10,00;64;39;270;U;4;F;T;0;29,93;;;;SERS;;;;0;0;0;1;1;N;;;;;;2020/9/25 15:08:34;;VMC;;36,60;-83,73
20140504X23000;WPR14LA180;ACC;2014/5/3 00:00:00;Sa;1615;UTC;El Monte;CA;USA;91731;2014;5;;;003459N;0011825W;MEAS;EL MONTE;EMT;OFAP;3,00;180;296;;WFAC;1647;270;CQT;184;10;UTC;DAYL;CLER;0;0;NONE;;;10,00;82;36;100;U;3;F;T;0;29,90;;;;MINR;;;;0;2;0;0;2;N;;;;;;2020/9/25 15:10:17;;VMC;;34,08;-118,03
20140504X34426;WPR14FA181;ACC;2014/5/3 00:00:00;Sa;1910;UTC;Aguila;AZ;USA;85320;2014;5;;;335522N;1131053W;MEAS;SAMPLEY'S;28AZ;OFAP;0,00;90;2208;;WFAC;1915;141;KXK;1033;39;UTC;DAYL;CLER;0;0;NONE;;;10,00;91;27;130;U;6;F;T;0;29,93;;;;FATL;;;;1;0;0;0;1;N;;;;;;2020/9/25 15:11:55;;VMC;;33,92;-113,18
20140504X45718;ERA14LA219;ACC;2014/5/4 00:00:00;Su;1330;UTC;Advance;NC;USA;27006;2014;5;;;355916N;0802920W;MEAS;;;OFAP;0,00;;;;WFAC;1335;144;EXX;733;15;UTC;DAYL;CLER;0;0;NONE;;;10,00;66;50;250;U;3;F;T;0;30,02;;;;SERS;;;;0;0;0;1;1;N;;;;;;2020/9/25 15:08:34;;VMC;;35,98;-80,48
20140504X90153;WPR14FA182;ACC;2014/5/4 00:00:00;Su;2059;UTC;Fairfield;CA;USA;94535;2014;5;;;381552N;1215527W;MEAS;Travis AFB;SUU;ONAP;0,00;;51;;WFAC;2058;0;SUU;51;0;UTC;DAYL;FEW;18000;0;NONE;;;10,00;72;54;240;U;15;F;F;21;0,00;;;;FATL;;;;1;0;0;0;1;N;;;;;;2020/9/25 15:10:17;;VMC;;38,26;-121,92
20140505X11439;CEN14FA230;ACC;2014/5/5 00:00:00;Mo;2143;UTC;Northglenn;CO;USA;80234;2014;5;;;395349N;0010503W;EST;;;OFAP;0,00;;;;WFAC;2136;342;EIK;5119;8;UTC;DAYL;CLER;0;0;NONE;;;10,00;81;14;170;U;10;F;F;20;29,78;;;;NONE;;;;0;0;1;0;1;N;;;;;;2020/9/25 15:11:05;;VMC;;39,89;-105,00
20140505X21451;CEN14LA228;ACC;2014/4/24 00:00:00;Th;1648;UTC;Richwood;OH;USA;43344;2014;4;;;040259N;0831722W;MEAS;;;OFAP;0,00;;;;WFAC;1637;133;DLZ;945;12;UTC;DAYL;CLER;0;0;NONE;;;10,00;54;18;120;U;12;F;T;0;30,09;;;;SERS;;;;0;0;0;2;2;N;;;;;;2020/9/25 15:08:34;;VMC;;40,41;-83,28
20140505X70744;ERA14WA221;ACC;2014/5/3 00:00:00;Sa;1500;UTC;Santander;;CO;;2014;5;;;006165N;0724428W;MEAS;Bucaramanga;SKBG;OFAP;0,00;;;;;;0;;;0;;;;0;0;;;;;0;0;0;U;;F;F;0;0,00;;;;FATL;;;;2;0;0;0;2;O;;;;;;2020/11/3 20:35:09;;Unk;;6,26;-72,74
20140505X71437;CEN14LA229;ACC;2014/5/5 00:00:00;Mo;1400;UTC;Hessmer;LA;USA;71350;2014;5;;;031317N;0092716W;MEAS;;;OFAP;0,00;;;;;;0;;;0;;DAYL;;0;0;;;;;0;0;0;U;;F;F;0;0,00;;;;NONE;;;;0;0;1;0;1;N;;;;;;2020/9/25 15:11:05;;VMC;;31,05;-92,12
