ev_id;ntsb_no;ev_type;ev_date;ev_dow;ev_time;ev_tmzn;ev_city;ev_state;ev_country;ev_site_zipcode;ev_year;ev_month;mid_air;on_ground_collision;latitude;longitude;latlong_acq;apt_name;ev_nr_apt_id;ev_nr_apt_loc;apt_dist;apt_dir;apt_elev;wx_brief_comp;wx_src_iic;wx_obs_time;wx_obs_dir;wx_obs_fac_id;wx_obs_elev;wx_obs_dist;wx_obs_tmzn;light_cond;sky_cond_nonceil;sky_nonceil_ht;sky_ceil_ht;sky_cond_ceil;vis_rvr;vis_rvv;vis_sm;wx_temp;wx_dew_pt;wind_dir_deg;wind_dir_ind;wind_vel_kts;wind_vel_ind;gust_ind;gust_kts;altimeter;wx_dens_alt;wx_int_precip;metar;ev_highest_injury;inj_f_grnd;inj_m_grnd;inj_s_grnd;inj_tot_f;inj_tot_m;inj_tot_n;inj_tot_s;inj_tot_t;invest_agy;ntsb_docket;ntsb_notf_from;ntsb_notf_date;ntsb_notf_tm;fiche_number;lchg_date;lchg_userid;wx_cond_basic;faa_dist_office;dec_latitude;dec_longitude
20111115X85553;WPR12LA036;ACC;2011/11/14 00:00:00;Mo;2230;UTC;Woodburn;OR;USA;97071;2011;11;;;045810N;1224924W;MEAS;Hubbard;7S9;OFAP;2,00;;165;;WFAC;2253;360;KUAO;200;2;UTC;DAYL;FEW;4600;6500;OVC;;;10,00;50;46;230;U;4;F;T;0;30,07;;;;SERS;;;;0;0;0;1;1;N;;;;;;2020/9/25 15:58:42;;VMC;;45,13;-122,82
20111115X94219;CEN12WA063;ACC;2011/11/12 00:00:00;Sa;1020;UTC;Andratx;;SP;;2011;11;;;;;;;;;0,00;;;;;;0;;;0;;;;0;0;;;;;0;0;0;U;;F;F;0;0,00;;;;FATL;;;;2;0;0;0;2;O;;;;;;2020/11/3 20:31:39;;;;;
20111116X31506;CEN12LA066;ACC;2011/11/16 00:00:00;We;1440;UTC;Flint;MI;USA;48507;2011;11;;;425755N;0834437W;MEAS;Bishop International Airport;FNT;ONAP;0,00;;782;;WFAC;1453;0;FNT;782;0;UTC;DAYL;CLER;0;0;NONE;;;10,00;39;27;290;U;18;F;T;0;29,90;;;;MINR;;;;0;4;0;0;4;N;;;;;;2020/9/25 15:55:01;;VMC;;42,96;-83,74
20111116X32140;WPR12LA039;ACC;2011/11/15 00:00:00;Tu;1537;UTC;Grand Canyon;AZ;USA;86046;2011;11;;;354238N;1121249W;MEAS;Valle Airport;40G;OFAP;3,00;;5999;;WFAC;1503;60;GCN;6608;25;UTC;DAYL;FEW;500;0;NONE;;;10,00;27;25;0;U;;F;F;0;30,09;;;;SERS;;;;0;0;0;1;1;N;;;;;;2020/9/25 15:58:42;;VMC;;35,71;-112,21
20111116X45427;ANC09CA111;ACC;2009/7/3 00:00:00;Fr;2000;UTC;Homer;AK;USA;99603;2009;7;;;059450N;0015100W;;;;OFAP;0,00;;;;PILO;1453;40;PAHO;84;15;UTC;DAYL;CLER;0;0;NONE;;;100,00;61;48;210;U;15;F;F;15;29,92;;;;NONE;;;;0;0;1;0;1;N;;;;;;2020/9/25 15:57:18;;VMC;;59,75;-151,00
20111116X70252;ANC12TA008;ACC;2011/11/11 00:00:00;Fr;1530;UTC;Delta Junction;AK;USA;99737;2011;11;;;635122N;0145534W;;;;OFAP;0,00;;;;PILO;1453;80;PABI;439;18;UTC;DAYL;FEW;900;20000;BKN;;;10,00;10;9;0;U;;F;F;0;29,63;;;;NONE;;;;0;0;1;0;1;N;;;;;;2020/9/25 15:55:01;;VMC;;63,85;-145,09
20111116X83619;CEN12WA067;ACC;2011/11/12 00:00:00;Sa;1540;UTC;Alderney;;UK;;2011;11;;;;;;;;OFAP;0,00;;;;;;0;;;0;;;;0;0;;;;;0;0;0;U;;F;F;0;0,00;;;;FATL;;;;1;0;1;0;2;O;;;;;;2020/11/3 20:31:40;;;;;
20111117X01741;CEN12FA072;ACC;2011/11/17 00:00:00;Th;2210;UTC;Perryville;AR;USA;72126;2011;11;;;034554N;0925420W;EST;;;;0,00;;;;WFAC;2153;335;KRUE;404;22;UTC;DAYL;CLER;0;0;NONE;;;10,00;52;19;200;U;3;F;T;0;30,35;;;;FATL;;;;4;0;0;0;4;N;;;;;;2020/9/25 15:55:52;;VMC;;34,91;-92,90
20111117X13241;CEN12WA068;ACC;2011/11/13 00:00:00;Su;1821;UTC;Katowice;;PL;;2011;11;;;502732N;0185726E;MEAS;;;;0,00;;;;;;0;;;0;;;;0;0;;;;;0;0;0;U;;F;F;0;0,00;;;;FATL;;;;4;0;0;0;4;O;;;;;;2020/11/3 20:31:40;;IMC;;50,45;18,95
20111117X25142;CEN12WA069;ACC;2011/11/14 00:00:00;Mo;1500;UTC;Gleisweiler;;GE;;2011;11;;;491420N;0008357E;;;;;0,00;;;;;1450;50;EDFM;;23;UTC;;;0;800;OVC;;;2,80;37;36;0;Y;3;T;T;0;30,29;;;;FATL;;;;2;0;0;0;2;O;;;;;;2023/8/3 18:14:41;gibs-i;IMC;;49,23;8,06
20111117X41927;ERA12WA073;ACC;2011/11/14 00:00:00;Mo;2020;UTC;Santa Rosa;;EC;;2011;11;;;;;;;;OFAP;0,00;;;;;;0;;;0;;;;0;0;;;;;0;0;0;U;;F;F;0;0,00;;;;FATL;;;;2;0;0;0;2;O;;;;;;2020/11/3 20:31:41;;IMC;;;
20111117X82932;CEN12LA071;ACC;2011/11/17 00:00:00;Th;2245;UTC;Clinton;AR;USA;72031;2011;11;;;353541N;0922643W;MEAS;Clinton Municipal;CCA;ONAP;1,00;;514;;WFAC;2235;0;CCA;514;0;UTC;DAYL;CLER;0;0;NONE;;;10,00;52;10;0;U;;F;F;0;30,34;;;;SERS;;;;0;0;0;2;2;N;;;;;;2020/9/25 15:55:52;;VMC;;35,59;-92,44
20111117X91407;ERA12FA074;ACC;2011/11/17 00:00:00;Th;2119;UTC;Ulysses;PA;USA;16948;2011;11;;;415621N;0774131W;EST;;;OFAP;0,00;;;;WFAC;2133;307;ELZ;2124;18;UTC;DAYL;;2300;2300;BKN;;;2,00;30;25;290;U;9;F;F;15;29,90;;;;SERS;;;;0;0;0;4;4;N;;;;;;2020/9/25 15:58:42;;IMC;;41,93;-77,69
20111118X00713;WPR12FA040;ACC;2011/11/18 00:00:00;Fr;2050;UTC;Casper;WY;USA;82601;2011;11;;;043124N;0106218W;EST;Casper/Natrona County Airport;CPR;OFAP;0,00;;5350;;WFAC;2048;213;CPR;5350;8;UTC;DAYL;FEW;800;1300;OVC;;;0,00;28;27;10;U;8;F;T;0;29,54;;;;FATL;;;;1;0;0;0;1;N;;;;;;2020/9/25 15:57:59;;IMC;;43,02;-106,35
20111118X54723;ERA12CA075;ACC;2011/11/18 00:00:00;Fr;1500;UTC;Pine Mountain;GA;USA;31822;2011;11;;;325026N;0845257W;MEAS;Harris County Airport;PIM;ONAP;0,00;;902;;WFAC;1451;220;CSG;397;15;UTC;DAYL;CLER;0;0;NONE;;;10,00;46;25;110;U;11;F;F;20;30,43;;;;NONE;;;;0;0;1;0;1;N;;;;;;2020/9/25 15:55:52;;VMC;;32,84;-84,88
20111118X64148;ERA12CA076;ACC;2011/11/17 00:00:00;Th;1706;UTC;Ormond Beach;FL;USA;32174;2011;11;;;029182N;0081649W;MEAS;Ormond Beach Municipal;OMN;ONAP;0,00;;29;;WFAC;1550;0;OMN;29;0;UTC;DAYL;FEW;4000;0;NONE;;;10,00;75;72;270;U;10;F;T;0;30,02;;;;NONE;;;;0;0;1;0;1;N;;;;;;2020/9/25 15:55:01;;VMC;;29,30;-81,11
20111121X04949;ERA12CA079;ACC;2011/11/19 00:00:00;Sa;1730;UTC;Lyman;MS;USA;39503;2011;11;;;303037N;0089850W;MEAS;Shade Tree Field;MS82;ONAP;0,00;;;;PILO;1500;150;GPT;28;7;UTC;DAYL;FEW;5000;0;NONE;;;10,00;75;70;100;U;5;F;T;0;30,10;;;;NONE;;;;0;0;7;0;7;N;;;;;;2020/9/25 15:55:52;;VMC;;30,51;-89,14
20111121X21947;ERA12CA080;ACC;2011/11/20 00:00:00;Su;2315;UTC;Lusby;MD;USA;20657;2011;11;;;382124N;0762411W;MEAS;Chesapeake Ranch Airport;MD50;ONAP;0,00;;116;;WFAC;2252;180;NHK;39;3;UTC;NDRK;CLER;0;25000;BKN;;;10,00;57;52;100;U;4;F;T;0;30,19;;;;SERS;;;;0;0;1;1;2;N;;;;;;2020/9/25 15:55:01;;VMC;;38,35;-76,40
20111121X32458;WPR12CA041;ACC;2011/11/20 00:00:00;Su;1930;UTC;Ashton;ID;USA;83420;2011;11;;;044729N;1112715W;MEAS;Private Airstrip, No Name;NONE;ONAP;0,00;;5400;;PILO;;0;;;0;;DAYL;CLER;0;0;NONE;;;50,00;28;0;0;U;;F;F;0;0,00;;;;NONE;;;;0;0;1;0;1;N;;;;;;2020/9/25 15:57:18;;VMC;;44,12;-111,45
20111121X63408;WPR12CA043;ACC;2011/11/15 00:00:00;Tu;2330;UTC;Baker;CA;USA;92309;2011;11;;;035231N;1161810W;MEAS;Dirt Strip;na;ONAP;0,00;;1242;;WFAC;2253;245;PMD;2543;15;UTC;DAYL;CLER;0;0;NONE;;;10,00;70;30;300;U;19;F;T;0;30,00;;;;NONE;;;;0;0;2;0;2;N;;;;;;2020/9/25 15:56:37;;VMC;;35,04;-116,30
20111121X70533;WPR12FA044;ACC;2011/11/18 00:00:00;Fr;2215;UTC;Pomona;CA;USA;91768;2011;11;;;003453N;1174550W;MEAS;Brackett Field Airport;POC;OFAP;1,00;;1011;;WFAC;2153;100;ONT;944;9;UTC;DAYL;CLER;0;2000;OVC;;;5,00;54;46;290;U;4;F;T;0;29,94;;;;FATL;;;;1;0;0;0;1;N;;;;;;2020/9/25 15:59:25;;VMC;;34,08;-117,76
20111121X82253;CEN12FA073;ACC;2011/11/20 00:00:00;Su;1928;UTC;Plato Center;IL;USA;60123;2011;11;;;042032N;0882727W;MEAS;Olson Airport;LL53;ONAP;0,00;;955;;WFAC;1853;150;DPA;759;11;UTC;DAYL;;0;2300;OVC;;;10,00;43;30;10;U;10;F;T;0;30,23;;;;FATL;;;;1;0;0;0;1;N;;;;;;2020/9/25 15:55:52;;VMC;;42,00;-88,45
20111121X82500;ERA12LA077;ACC;2011/11/19 00:00:00;Sa;1635;UTC;Mulberry;FL;USA;33860;2011;11;;;275534N;0082216W;EST;South Lakeland Airport;X49;OFAP;0,00;;110;;WFAC;1650;15;LAL;142;4;UTC;DAYL;;0;3000;BKN;;;15,00;79;64;100;U;12;F;F;18;30,22;;;;SERS;;;;0;1;0;1;2;N;;;;;;2020/9/25 15:57:59;;VMC;;27,92;-82,03
20111121X90405;WPR12LA045;ACC;2011/11/19 00:00:00;Sa;0;UTC;Boulder City;NV;USA;89005;2011;11;;;355651N;1145140W;MEAS;Boulder City Municipal;BVU;ONAP;0,00;;2201;;WFAC;2355;0;BVU;2201;0;UTC;DAYL;CLER;0;0;NONE;;;10,00;70;23;200;U;17;F;F;23;29,64;;;;NONE;;;;0;0;1;0;1;N;;;;;;2020/9/25 15:57:59;;VMC;;35,94;-114,86
20111121X93251;OPS12IA122;INC;2011/11/3 00:00:00;Th;2131;UTC;Kahului;HI;USA;96732;2011;11;;;020529N;0156273W;MEAS;Kahului Airport;PHOG;OFAP;10,00;;54;;WFAC;2054;0;PHOG;54;0;UTC;DAYL;FEW;3000;0;NONE;;;10,00;82;66;50;U;12;F;F;22;30,09;;;;;0;0;0;0;0;0;0;;N;;;;;;2020/9/25 15:57:18;;VMC;;20,86;-156,45
20111121X94448;ERA12CA078;ACC;2011/11/20 00:00:00;Su;1600;UTC;Bunn;NC;USA;27508;2011;11;;;035561N;0781447W;MEAS;Crooked Creek Airport;7NC5;ONAP;0,00;;250;;WFAC;1555;300;LHZ;368;7;UTC;DAYL;CLER;0;0;NONE;;;10,00;66;57;220;U;6;F;T;0;30,34;;;;NONE;;;;0;0;1;0;1;N;;;;;;2020/9/25 15:55:01;;VMC;;35,93;-78,24
20111122X12858;CEN12LA074;ACC;2011/11/15 00:00:00;Tu;1640;UTC;Elkhart Lake;WI;USA;53020;2011;11;;;434611N;0087516W;MEAS;;;OFAP;0,00;;;;PILO;;0;;;0;;DAYL;CLER;0;0;NONE;;;10,00;39;0;180;U;20;F;F;25;0,00;;;;NONE;;;;0;0;2;0;2;N;;;;;;2020/9/25 15:55:01;;VMC;;43,76;-87,85
20111122X31138;CEN12CA075;ACC;2011/11/19 00:00:00;Sa;1940;UTC;Denver;CO;USA;80112;2011;11;;;039347N;1045034W;MEAS;Centennial;APA;OFAP;0,00;;;;;;0;;;0;;DAYL;;0;0;;;;;0;0;0;U;;F;F;0;0,00;;;;NONE;;;;0;0;1;0;1;N;;;;;;2020/9/25 15:59:25;;VMC;;39,56;-104,84
20111122X34719;ERA12CA082;ACC;2011/11/22 00:00:00;Tu;1406;UTC;Brooksville;FL;USA;34610;2011;11;;;281926N;0082288W;MEAS;Pilot Country Airport;X05;OFAP;1,00;;80;;WFAC;1353;18;BKV;76;9;UTC;DAYL;FEW;6000;8000;BKN;;;10,00;72;70;130;U;3;F;F;0;30,19;;;;NONE;;;;0;0;1;0;1;N;;;;;;2020/9/25 15:57:59;;VMC;;28,32;-82,46
20111122X53242;CEN12LA076;ACC;2011/11/20 00:00:00;Su;1630;UTC;New Orleans;LA;USA;70126;2011;11;;;030211N;0090115W;MEAS;;;OFAP;4,00;;7;;WFAC;1515;180;NEW;7;5;UTC;DAYL;OVCT;0;0;OVC;;;3,00;163;162;200;U;4;F;T;0;0,00;;;;MINR;;;;0;1;0;0;1;N;;;;;;2020/9/25 15:55:01;;IMC;;30,03;-90,02
20111122X85008;CEN12LA077;ACC;2011/11/22 00:00:00;Tu;1655;UTC;Princeton;MN;USA;55371;2011;11;;;453335N;0933629W;MEAS;Princeton Municipal Airport;PNM;OFAP;0,00;;;;WFAC;1652;0;PNM;980;0;UTC;DAYL;;0;2300;BKN;;;7,00;36;30;120;U;4;F;T;0;30,10;;;;NONE;;;;0;0;1;0;1;N;;;;;;2020/9/25 15:55:52;;VMC;;45,55;-93,60
20111122X95137;DCA12WA015;INC;2010/3/1 00:00:00;Mo;840;UTC;Brussels;;BE;;2010;3;;;;;;;;OFAP;0,00;;;;;;0;;;0;;;;0;0;;;;;0;0;0;U;;F;F;0;0,00;;;;NONE;;;;0;0;146;0;146;O;;;;;;2020/11/3 20:31:41;;;;;
20111123X02155;CEN12CA078;ACC;2011/11/13 00:00:00;Su;1005;UTC;Carbondale;IL;USA;62901;2011;11;;;374337N;0891316W;MEAS;Memorial Hospital of Carbondal;5IS1;ONAP;0,00;;500;;WFAC;1052;0;MDH;411;0;UTC;NITE;;0;2600;OVC;;;10,00;61;52;190;U;25;F;F;34;29,73;;;;NONE;;;;0;0;1;0;1;N;;;;;;2020/9/25 15:59:25;;VMC;;37,72;-89,22
20111123X33825;CEN12CA079;ACC;2011/11/10 00:00:00;Th;1445;UTC;College Station;TX;USA;77845;2011;11;;;303939N;0962959W;MEAS;;;OFAP;0,00;;;;WIT;;0;;;0;;DAYL;CLER;0;0;NONE;;;10,00;70;0;0;U;;F;F;0;0,00;;;;MINR;;;;0;2;0;0;2;N;;;;;;2020/9/25 15:59:25;;VMC;;30,66;-96,49
20111124X85300;WPR12MA046;ACC;2011/11/24 00:00:00;Th;131;UTC;Apache Junction;AZ;USA;85119;2011;11;;;332621N;0111272W;EST;Falcon Field;FFZ;OFAP;17,00;;1394;;WFAC;154;275;FFZ;1349;17;UTC;NDRK;FEW;20000;0;NONE;;;40,00;73;30;350;U;5;F;T;0;29,93;;;;FATL;;;;6;0;0;0;6;N;;;;;;2020/9/25 15:57:18;;VMC;;33,43;-111,45
20111125X02448;CEN12FA080;ACC;2011/11/24 00:00:00;Th;450;UTC;Bern;WI;USA;54411;2011;11;;;045534N;0090738W;EST;;;OFAP;0,00;;;;WFAC;455;70;RRL;1318;22;UTC;NITE;;0;500;OVC;;;3,00;36;36;240;U;8;F;T;0;30,06;;;;FATL;;;;1;0;0;0;1;N;;;;;;2020/9/25 15:55:01;;IMC;;45,09;-90,12
20111125X60955;WPR12LA047;ACC;2011/11/25 00:00:00;Fr;1600;UTC;Sedona;AZ;USA;86336;2011;11;;;345054N;1114716W;EST;Sedona Airport;SEZ;ONAP;0,00;;4830;;WFAC;1655;0;SEZ;4830;0;UTC;DAYL;CLER;0;0;NONE;;;10,00;46;37;190;U;3;F;F;0;30,10;;;;NONE;;;;0;0;4;0;4;N;;;;;;2020/9/25 15:58:42;;VMC;;34,84;-111,78
20111126X10023;CEN12CA081;ACC;2011/11/23 00:00:00;We;1900;UTC;Center;TX;USA;75935;2011;11;;;314932N;0094914W;MEAS;Center;F17;ONAP;0,00;;;;;1840;308;GGG;365;46;UTC;DAYL;CLER;0;0;;;;10,00;57;48;330;U;8;F;F;15;30,27;;;;NONE;;;;0;0;2;0;2;N;;;;;;2020/9/25 15:58:42;;VMC;;31,82;-94,15
20111126X22009;CEN12FA083;ACC;2011/11/26 00:00:00;Sa;1626;UTC;Crystal Lake;IL;USA;60012;2011;11;;;042165N;0882255W;EST;DuPage Airport;DPA;OFAP;22,00;;759;;WFAC;1629;168;DPA;759;22;UTC;DAYL;;0;900;OVC;;;2,00;50;46;170;U;11;F;T;0;29,85;;;;FATL;;;;4;0;0;0;4;N;;;;;;2020/9/25 15:55:52;;IMC;;42,26;-88,38
20111126X34805;ERA12CA083;ACC;2011/11/25 00:00:00;Fr;1815;UTC;Lincoln Park;NJ;USA;7035;2011;11;;;405651N;0741852W;MEAS;Lincoln Park Airport;N07;ONAP;0,00;;182;;WFAC;1753;193;CDW;172;4;UTC;DAYL;CLER;0;0;NONE;;;10,00;61;34;290;U;7;F;T;0;30,12;;;;MINR;;;;0;1;0;0;1;N;;;;;;2020/9/25 15:58:42;;VMC;;40,94;-74,31
20111126X53102;ERA12FA084;ACC;2011/11/26 00:00:00;Sa;1833;UTC;Tallapoosa;GA;USA;30176;2011;11;;;334454N;0852014W;MEAS;;;OFAP;0,00;;;;WFAC;1835;127;CTJ;1165;11;UTC;DAYL;SCAT;2900;3600;BKN;;;10,00;68;61;170;U;10;F;F;15;30,19;;;;FATL;;;;3;0;0;0;3;N;;;;;;2020/9/25 15:58:42;;VMC;;33,74;-85,33
20111126X55714;CEN12FA082;ACC;2011/11/24 00:00:00;Th;143;UTC;West Milton;OH;USA;45309;2011;11;;;395447N;0084241W;MEAS;;;OFAP;0,00;;;;WFAC;142;150;DAY;1009;8;UTC;NDRK;;700;700;BKN;;;6,00;37;37;250;U;7;F;T;0;30,26;;;;FATL;;;;1;0;0;0;1;N;;;;;;2020/9/25 15:55:52;;IMC;;39,91;-84,40
20111128X54402;CEN12CA084;ACC;2011/11/23 00:00:00;We;230;UTC;Moline;IL;USA;61265;2011;11;;;412652N;0903033W;MEAS;Quad Cities International;MLI;ONAP;0,00;;;;PILO;;0;;;0;;NDRK;;0;1000;OVC;;;;0;0;0;U;;F;F;0;0,00;;;;NONE;;;;0;0;1;0;1;N;;;;;;2020/9/25 15:58:42;;VMC;;41,44;-90,50
20111128X55504;ERA12WA086;ACC;2011/11/25 00:00:00;Fr;1640;UTC;Quito;;EC;;2011;11;;;;;;;;OFAP;0,00;;8370;;;;0;;;0;;DAYL;;0;0;;;;;0;0;0;U;;F;F;0;0,00;;;;SERS;;;;0;0;0;4;4;O;;;;;;2020/11/3 20:31:41;;VMC;;;
20111128X92234;ERA12LA085;ACC;2011/11/24 00:00:00;Th;1223;UTC;Caribbean Sea;;UN;;2011;11;;;142042N;0623519W;MEAS;;;OFAP;0,00;;;;WFAC;1200;100;TFFF;15;119;UTC;DAYL;CLER;0;0;NONE;;;10,00;75;75;60;U;4;F;T;0;29,94;;;;SERS;;;;0;0;0;2;2;N;;;;;;2020/9/25 15:57:59;;VMC;;14,34;-62,58
20111129X03305;CEN12LA087;ACC;2011/11/23 00:00:00;We;2230;UTC;Gainesville;TX;USA;76240;2011;11;;;333745N;0009792W;MEAS;;;OFAP;0,00;;;;WFAC;2255;180;KGLE;;12;UTC;DAYL;CLER;0;0;NONE;;;10,00;59;46;130;U;3;F;T;0;30,26;;;;NONE;;;;0;0;1;0;1;N;;;;;;2020/9/25 15:55:01;;VMC;;33,62;-97,15
20111129X24104;CEN12FA088;ACC;2011/11/30 00:00:00;We;24;UTC;New Orleans;LA;USA;70126;2011;11;;;030219N;0090125W;MEAS;Lakefront Airport;NEW;ONAP;0,00;360;7;;WFAC;2353;360;KNEW;7;0;UTC;NITE;CLER;0;0;NONE;;;10,00;59;37;330;U;15;F;T;0;30,05;;;;FATL;;;;1;1;0;0;2;N;;;;;;2020/9/25 15:55:52;;VMC;;30,03;-90,02
20111129X40802;ERA12WA089;ACC;2011/11/21 00:00:00;Mo;1320;UTC;Mercedes;;AR;;2011;11;Y;N;343858S;0059272W;EST;Mercedes Airfield;MRD;ONAP;0,00;;;;;;0;;;0;;;;0;0;;;;;0;0;0;U;;F;F;0;0,00;;;;FATL;;;;2;0;2;0;4;O;;;;;;2020/11/3 20:31:42;;;;-34,64;-59,45
20111129X81254;CEN12CA085;ACC;2011/11/22 00:00:00;Tu;1950;UTC;Bulverde;TX;USA;78163;2011;11;;;294421N;0098274W;MEAS;Bulverde Airpark;K1T8;ONAP;0,00;;1080;;WFAC;1953;0;KSAT;;0;UTC;DAYL;FEW;9500;0;;;;10,00;81;43;320;U;13;F;F;19;30,02;;;;MINR;;;;0;1;0;0;1;N;;;;;;2020/9/25 15:57:59;;VMC;;29,73;-98,45
20111129X92947;ERA12LA087;ACC;2011/11/27 00:00:00;Su;2140;UTC;Hernando;FL;USA;34442;2011;11;;;028547N;0821832W;MEAS;;;OFAP;0,00;;;;WFAC;2150;60;OCF;90;14;UTC;DAYL;FEW;6000;0;NONE;;;10,00;77;52;130;U;3;F;T;0;30,00;;;;NONE;;;;0;0;1;0;1;N;;;;;;2020/9/25 15:59:25;;VMC;;28,90;-82,30
20111129X93953;CEN12FA086;ACC;2011/11/29 00:00:00;Tu;450;UTC;Riverwoods;IL;USA;60015;2011;11;;;042952N;0875353W;MEAS;Chicago Executive Airport;PWK;OFAP;3,00;;647;;WFAC;552;185;PWK;647;3;UTC;NITE;;0;1400;OVC;;;10,00;36;28;360;U;9;F;T;0;29,96;;;;FATL;;;;3;1;0;1;5;N;;;;;;2020/9/25 15:55:01;;VMC;;42,16;-87,89
20111129X95008;ERA12CA088;ACC;2011/11/25 00:00:00;Fr;2230;UTC;Quinton;VA;USA;23141;2011;11;;;373012N;0077736W;MEAS;New Kent County Airport;W96;OFAP;1,00;;121;;WFAC;2254;270;RIC;167;9;UTC;NITE;CLER;0;0;NONE;;;10,00;66;34;220;U;4;F;T;0;30,23;;;;NONE;;;;0;0;2;0;2;N;;;;;;2020/9/25 15:58:42;;VMC;;37,50;-77,12
20111130X00216;ERA12IA090;INC;2011/11/29 00:00:00;Tu;1833;UTC;Nantucket;MA;USA;2554;2011;11;;;411511N;0070337W;MEAS;Nantucket Memorial Airport;ACK;OFAP;1,00;;47;;WFAC;1853;0;ACK;47;0;UTC;DAYL;;0;8000;BKN;;;10,00;57;54;120;U;14;F;T;0;30,03;;;;NONE;;;;0;0;1;0;1;N;;;;;;2020/9/25 15:58:42;;VMC;;41,25;-70,06
20111130X15122;CEN12CA089;ACC;2011/11/25 00:00:00;Fr;2145;UTC;Branson;MO;USA;65672;2011;11;;;363733N;0931344W;MEAS;Taney County Airport;PLK;ONAP;0,00;;;;PILO;;0;;;0;;DAYL;CLER;0;0;NONE;;;10,00;52;0;150;U;4;F;T;0;0,00;;;;NONE;;;;0;0;2;0;2;N;;;;;;2020/9/25 15:59:25;;VMC;;36,62;-93,22
20111130X21518;CEN12FA090;ACC;2011/11/26 00:00:00;Sa;1612;UTC;Mescalero;NM;USA;88340;2011;11;;;331819N;1052139W;EST;;;OFAP;0,00;;;;WFAC;1535;0;KSRR;6814;0;UTC;DAYL;FEW;1000;3000;BKN;;;10,00;34;19;20;U;7;F;T;0;30,35;;;;FATL;;;;2;0;0;0;2;N;;;;;;2020/9/25 15:55:01;;VMC;;33,30;-105,36
20111130X22453;WPR12LA048;ACC;2011/11/30 00:00:00;We;200;UTC;Hailey;ID;USA;83333;2011;11;;;432017N;0114139W;;;;OFAP;0,00;;;;PILO;;0;;;0;;NITE;CLER;0;0;NONE;;;10,00;39;25;310;U;7;F;T;0;30,20;;;;SERS;;;;0;1;0;1;2;N;;;;;;2025/5/28 18:21:16;dobn;VMC;;43,33;-114,21
20111130X25004;CEN12FA091;ACC;2011/11/25 00:00:00;Fr;30;UTC;Hackensack;MN;USA;56452;2011;11;;;465737N;0942530W;MEAS;;;OFAP;0,00;;;;WFAC;117;90;XVG;1334;9;UTC;NITE;CLER;0;0;NONE;;;10,00;30;28;150;U;4;F;T;0;29,68;;;;FATL;;;;1;1;0;0;2;N;;;;;;2020/9/25 15:55:01;;VMC;;46,96;-94,42
20111130X55337;WPR12CA049;ACC;2011/11/28 00:00:00;Mo;2338;UTC;Napa;CA;USA;94558;2011;11;;;381232N;1221647W;MEAS;Napa County Airport;APC;ONAP;0,00;;35;;WFAC;;0;APC;35;0;;DAYL;CLER;0;0;NONE;;;10,00;57;48;220;U;3;F;T;0;30,21;;;;NONE;;;;0;0;1;0;1;N;;;;;;2020/9/25 15:56:37;;VMC;;38,20;-122,27
20111130X92124;ANC12FA009;ACC;2011/11/29 00:00:00;Tu;2325;UTC;Chuathbaluk;AK;USA;99557;2011;11;;;613426N;1591725W;MEAS;;;OFAP;0,00;;;;WFAC;2316;270;PANI;;8;UTC;NDRK;;0;3600;OVC;;;4,00;0;-4;350;U;6;F;T;0;29,54;;;;FATL;;;;1;0;0;0;1;N;;;;;;2020/9/25 15:55:52;;VMC;;61,57;-159,29
20111201X20300;WPR12LA051;ACC;2011/12/1 00:00:00;Th;330;UTC;Seattle;WA;USA;98108;2011;12;;;473148N;0122187W;MEAS;Boeing Field/King County Inter;BFI;ONAP;0,00;;21;;WFAC;353;0;BFI;21;0;UTC;NITE;CLER;2900;0;NONE;;;10,00;45;37;0;U;;F;F;0;30,76;;;;MINR;0;0;0;0;2;0;0;2;N;;;;;;2020/9/25 15:58:42;;VMC;;47,52;-122,30
20111201X21037;CEN12WA092;ACC;2011/11/9 00:00:00;We;815;UTC;Lyon;;FR;;2011;11;;;454323N;0000553E;;;LFLY;OFAP;0,00;;;;WFAC;800;0;LFLY;;0;UTC;DAYL;;0;700;OVC;4700,00;;;48;48;100;U;2;F;T;0;30,12;;;;FATL;;;;1;0;0;0;1;O;;;;;;2023/8/3 18:13:01;gibs-i;IMC;;45,72;5,08
20111201X21336;CEN12CA093;ACC;2011/11/28 00:00:00;Mo;1800;UTC;Fort Collins;CO;USA;80538;2011;11;;;040276N;0105040W;MEAS;Fort Collins-Loveland Mncpl;KFNL;ONAP;0,00;;;;WFAC;1755;0;KFNL;5016;0;UTC;DAYL;CLER;0;0;NONE;;;10,00;55;18;80;U;9;F;T;0;30,14;;;;NONE;;;;0;0;1;0;1;N;;;;;;2020/9/25 15:58:42;;VMC;;40,45;-105,01
20111201X21856;CEN12LA094;ACC;2011/11/30 00:00:00;We;1715;UTC;Fredericksburg;TX;USA;78624;2011;11;;;301435N;0985433W;MEAS;Gillespie County Airport;T82;OFAP;0,00;;;;WFAC;1715;0;KT82;1695;0;UTC;DAYL;CLER;0;0;NONE;;;10,00;52;32;0;U;;F;F;0;30,25;;;;NONE;;;;0;0;1;0;1;N;;;;;;2020/9/25 15:55:52;;VMC;;30,24;-98,90
